id,name,full_name,age,birth_date,passport_country_names,league,current_team_name,current_team_logo,current_team_color,contract_expires,market_value,market_value_str,minutes_on_field,low_minutes_flag,total_matches,on_loan,main_position,positions_clean,foot,height,weight,direct_free_kick_taker,corner_taker,penalty_taker,player_role,pos_group,goals_avg,non_penalty_goal_avg,head_goals_avg,shots_on_target_percent,shot_efficiency_avg,xg_shot_avg,assists_avg,xg_assist_avg,key_passes_avg,accurate_passes_percent,accurate_pass_avg,accurate_crosses_percent,accurate_crosses_avg,successful_progressive_pass_percent,accurate_progressive_pass_avg,successful_dribbles_percent,dribble_efficiency,progressive_run_avg,real_progression,duels_won,duels_won_avg,offensive_duels_won,defensive_duels_won,aerial_duels_won,aerial_duels_won_avg,successful_defensive_actions_avg,tackle_avg,interceptions_avg,shot_block_avg,conceded_goals_avg,shots_against_avg,save_percent,xg_save_avg,prevented_goals_avg,goalkeeper_exits_avg,gk_aerial_duels_avg,direct_free_kicks_on_target_percent,penalties_conversion_percent,fouls_avg,foul_suffered_avg,yellow_cards_avg,red_cards_avg
95871,C. Eriksen,Christian  Dannemann Eriksen,33.0,1992-02-14,Denmark,"Bundesliga, Premier League",Wolfsburg,https://cdn5.wyscout.com/photos/team/public/7_120x120.png,68b424,,8000000.0,€8.0M,1180,False,12.265254237288136,False,AM,"['AMF', 'LDMF']",right,181.0,76.0,True,True,False,Box-to-box attacking midfielder,AM,17.31,5.47,27.14,21.22,32.14,25.17,79.15,53.76,49.37,52.87,79.6,73.37,66.89,33.24,72.02,39.76,7.28,10.68,65.98,43.31,7.95,15.39,55.3,69.45,17.26,63.32,4.04,80.92,86.33,,,35.23,35.23,,,,59.42,73.99,13.65,1.17,42.49,32.14
103164,Isco,Francisco Román Alarcón Suárez,33.0,1992-04-21,Spain,LaLiga,Real Betis,https://cdn5.wyscout.com/photos/team/public/45_120x120.png,1f4627,2028-06-30,8000000.0,€8.0M,1746,False,23.0,False,AM,"['AMF', 'CF']",right,176.0,79.0,True,True,True,Offensive playmaker,AM,80.07,57.48,65.07,42.97,69.05,76.89,97.72,86.57,76.23,88.62,95.14,76.3,60.2,85.74,96.78,50.4,66.75,71.5,96.48,28.88,75.32,38.88,33.47,56.75,46.9,27.72,56.14,16.27,22.49,,,35.23,35.23,,,,26.42,83.09,46.92,80.44,72.61,32.14
121289,M. Vecino,Matías Vecino Falero,34.0,1991-08-24,Uruguay|Italy,SerieA,Lazio,https://cdn5.wyscout.com/photos/team/public/81_120x120.png,36afe9,2026-06-30,2500000.0,€2.5M,712,False,17.0,False,AM,"['AMF', 'LCMF3', 'LCMF']",right,187.0,81.0,False,False,False,Box-to-box attacking midfielder,AM,29.43,33.71,27.14,5.06,44.97,31.22,50.26,34.57,18.4,83.2,60.03,89.52,20.65,23.26,45.34,10.11,1.81,0.47,31.71,27.78,30.0,2.41,8.21,89.71,97.35,70.9,73.09,91.0,72.97,,,35.23,35.23,,,,26.42,25.95,79.91,5.86,100.0,32.14
124939,M. van Ginkel,Marco van Ginkel,32.0,1992-12-01,Netherlands,Liga Portuguesa,Boavista,https://cdn5.wyscout.com/photos/team/public/166_120x120.png,,,750000.0,€750K,676,False,10.0,False,AM,"['AMF', 'LCMF', 'RW']",right,186.0,82.0,True,False,True,Low-impact attacking midfielder,AM,29.43,5.47,27.14,0.47,9.69,62.96,5.95,0.71,1.19,41.17,26.47,0.95,0.95,88.15,21.67,16.18,2.32,9.13,6.93,22.08,51.94,35.24,10.51,73.71,89.8,39.87,49.18,49.23,51.26,,,35.23,35.23,,,,26.42,94.52,92.86,42.12,74.52,32.14
161113,A. Pléa,Alassane Pléa,32.0,1993-03-10,France|Mali,Bundesliga,Borussia M'gladbach,https://cdn5.wyscout.com/photos/team/public/331_120x120.png,,2026-06-30,7000000.0,€7.0M,1936,False,29.0,False,AM,"['AMF', 'LAMF']",right,181.0,82.0,False,True,True,Goal-scoring attacking midfielder,AM,82.64,81.98,81.64,56.22,88.37,70.14,54.15,34.57,60.18,20.23,39.5,32.57,58.08,67.3,73.79,59.18,50.64,43.48,71.17,14.56,19.23,60.66,2.61,51.73,46.25,4.07,42.22,11.4,20.83,,,35.23,35.23,,,,26.42,94.52,25.65,50.97,37.85,32.14
163602,A. Doucouré,Abdoulaye Doucouré,32.0,1993-01-01,France|Mali,Premier League, NEOM,https://cdn5.wyscout.com/photos/team/public/g16976_120x120.png,,,10000000.0,€10.0M,2252,False,26.0,False,AM,"['AMF', 'LCMF3', 'RDMF']",right,183.0,75.0,False,False,False,Low-impact attacking midfielder,AM,26.25,31.01,61.01,36.57,38.18,34.12,27.98,18.41,12.47,58.25,33.37,36.44,17.78,18.71,12.72,39.76,17.57,42.4,18.65,25.12,29.51,8.49,47.3,53.85,55.89,50.93,11.48,26.01,33.28,,,35.23,35.23,,,,26.42,25.95,76.32,1.91,45.23,73.23
171941,K. Stöger,Kevin Stöger,32.0,1993-08-27,Austria,Bundesliga,Borussia M'gladbach,https://cdn5.wyscout.com/photos/team/public/331_120x120.png,,2027-06-30,5000000.0,€5.0M,1507,False,31.0,False,AM,['AMF'],left,175.0,74.0,True,True,True,Offensive playmaker,AM,24.82,5.47,27.14,80.75,11.06,60.25,21.88,76.12,85.35,62.5,84.07,64.68,57.01,49.53,84.55,26.33,27.59,64.62,89.05,73.77,52.44,59.61,43.88,13.6,10.02,74.25,43.19,76.35,24.66,,,35.23,35.23,,,,26.42,76.66,43.34,64.57,31.66,32.14
180825,Lucas Piazón,Gustavo Lucas Domingues Piazón,31.0,1994-01-20,Brazil|Italy,Liga Portuguesa,AVS ,https://cdn5.wyscout.com/photos/team/public/g-19144_120x120.png,,2025-06-30,1200000.0,€1.2M,2518,False,29.0,False,AM,"['AMF', 'CF', 'RCMF']",right,182.0,76.0,True,True,False,Low-impact attacking midfielder,AM,4.52,5.47,27.14,36.57,18.28,15.03,43.45,40.46,14.71,87.07,41.52,63.4,19.86,47.66,28.37,71.33,7.89,11.55,18.08,85.53,47.74,68.84,59.74,85.56,67.71,54.36,44.87,41.45,29.69,,,35.23,35.23,,,,62.49,25.95,49.19,47.86,27.38,32.14
180836,F. Thauvin,Florian Thauvin,32.0,1993-01-26,France,"Ligue 1, SerieA",Lens,https://cdn5.wyscout.com/photos/team/public/66_120x120.png,d72f25,2026-06-30,3000000.0,€3.0M,2488,False,14.736334405144694,False,AM,"['AMF', 'RWF', 'RW']",left,181.0,70.0,True,True,True,Offensive playmaker,AM,59.05,53.5,59.55,73.07,8.64,77.5,41.73,87.89,78.84,13.0,42.5,44.4,89.48,61.14,78.25,46.17,92.38,89.96,91.98,48.48,63.77,64.73,62.83,41.24,11.28,6.19,10.47,7.25,16.97,,,35.23,35.23,,,,85.23,69.04,9.55,38.12,26.16,32.14
193117,T. Minamino,Takumi Minamino,30.0,1995-01-16,Japan,Ligue 1,Monaco,https://cdn5.wyscout.com/photos/team/public/68_120x120.png,c3322d,2027-06-30,20000000.0,€20.0M,2355,False,33.0,False,AM,"['AMF', 'LAMF', 'LW']",right,172.0,68.0,False,False,False,Low-impact attacking midfielder,AM,63.23,67.04,61.01,39.95,20.42,75.09,57.56,43.72,65.96,14.41,25.05,18.8,23.24,33.73,26.08,62.85,41.95,29.99,22.68,47.84,25.24,50.1,57.15,42.92,39.12,57.93,49.18,55.36,33.28,,,35.23,35.23,,,,26.42,25.95,56.72,21.74,65.71,32.14
196789,T. Savanier,Téji Savanier,33.0,1991-12-22,France|Algeria,Ligue 1,Montpellier,https://cdn5.wyscout.com/photos/team/public/563_120x120.png,204980,2026-06-30,0.0,No disponible / 0 €,1708,False,22.0,False,AM,"['AMF', 'LW', 'LCMF3']",right,172.0,69.0,True,True,True,Offensive playmaker,AM,11.85,5.47,27.14,70.07,27.69,22.79,59.78,96.99,95.49,26.81,72.88,91.78,91.71,69.49,100.0,75.03,57.76,23.45,95.36,68.36,48.84,86.66,38.17,73.71,52.17,48.81,4.04,68.18,44.07,,,35.23,35.23,,,,62.49,94.52,18.36,80.44,46.66,32.14
213651,S. Gnabry,Serge  Gnabry,30.0,1995-07-14,Germany|Côte d'Ivoire,Bundesliga,Bayern München,https://cdn5.wyscout.com/photos/team/public/2_120x120.png,da314b,2026-06-30,40000000.0,€40.0M,1383,False,28.0,False,AM,"['AMF', 'LAMF', 'CF']",right,176.0,77.0,False,True,True,Goal-scoring attacking midfielder,AM,87.12,88.07,69.86,42.21,83.84,79.74,93.68,61.38,92.44,89.15,72.36,63.4,44.7,65.62,41.27,86.0,55.29,51.29,41.34,72.28,23.39,76.75,74.08,26.76,14.51,40.69,38.37,42.54,51.26,,,35.23,35.23,,,,26.42,25.95,62.93,6.66,16.66,32.14
214895,Ivo Rodrigues,Ivo Tiago dos Santos Rodrigues,30.0,1995-03-30,Portugal,Liga Portuguesa,Moreirense,https://cdn5.wyscout.com/photos/team/public/2599_120x120.png,2a5d28,2026-06-30,1300000.0,€1.3M,1478,False,23.0,False,AM,"['AMF', 'LDMF', 'LAMF']",right,180.0,75.0,False,True,False,Box-to-box attacking midfielder,AM,4.52,5.47,27.14,22.68,33.95,3.14,46.62,6.7,8.69,56.1,59.02,20.92,19.28,86.61,76.27,77.66,76.16,67.15,76.09,84.25,100.0,80.39,82.3,71.47,79.15,100.0,88.01,93.35,80.0,,,35.23,35.23,,,,26.42,25.95,86.25,100.0,82.61,32.14
217771,R. Malinovskyi,Ruslan Malinovskyi,32.0,1993-05-04,Ukraine,SerieA,Genoa,https://cdn5.wyscout.com/photos/team/public/92_120x120.png,081f47,,8000000.0,€8.0M,905,False,14.0,False,AM,"['AMF', 'RCMF3', 'RDMF']",left,181.0,79.0,True,True,False,Goal-scoring attacking midfielder,AM,21.32,25.84,27.14,19.32,59.93,5.85,89.17,55.5,40.58,65.99,75.18,66.3,27.34,49.53,71.53,8.82,6.76,21.16,63.71,52.67,34.05,65.73,29.28,47.95,60.95,24.34,4.04,35.96,6.9,,,35.23,35.23,,,,62.49,25.95,62.09,41.56,97.85,32.14
218894,Paulinho,João Paulo Dias Fernandes,32.0,1992-11-09,Portugal,Liga Portuguesa,Toluca,https://cdn5.wyscout.com/photos/team/public/874_120x120.png,ff0000,2027-06-30,7000000.0,€7.0M,581,False,12.0,False,AM,"['AMF', 'LWF', 'LW']",left,187.0,88.0,False,False,False,Goal-scoring attacking midfielder,AM,100.0,100.0,100.0,88.1,100.0,83.45,90.91,80.99,50.17,32.96,25.59,79.55,45.75,100.0,33.15,71.33,36.49,12.15,12.51,100.0,50.91,97.86,91.41,100.0,77.2,19.26,70.64,2.25,6.9,,,35.23,35.23,,,,26.42,25.95,37.0,24.3,41.19,32.14
231415,T. Teuma,Teddy Teuma,32.0,1993-09-30,France|Malta,Ligue 1,Reims,https://cdn5.wyscout.com/photos/team/public/568_120x120.png,d12d1f,2027-06-30,7000000.0,€7.0M,586,False,10.0,False,AM,"['AMF', 'CF', 'LCMF']",left,176.0,73.0,True,True,False,Box-to-box attacking midfielder,AM,4.52,5.47,27.14,2.21,37.46,1.19,5.95,39.74,51.6,73.39,100.0,72.38,77.61,67.92,89.63,100.0,26.6,5.42,78.76,69.62,39.84,61.53,36.37,30.94,33.75,84.78,56.14,85.52,58.21,,,35.23,35.23,,,,26.42,25.95,46.92,15.37,3.09,32.14
232025,F. Aursnes,Fredrik Aursnes,29.0,1995-12-10,Norway,Liga Portuguesa,Benfica,https://cdn5.wyscout.com/photos/team/public/158_120x120.png,d00202,2029-06-30,20000000.0,€20.0M,1704,False,19.0,False,AM,"['AMF', 'RB', 'RCMF3']",right,179.0,71.0,False,True,False,Box-to-box attacking midfielder,AM,38.73,47.62,27.14,66.65,76.26,5.85,43.45,61.38,58.7,69.07,80.11,42.38,50.67,54.59,74.34,21.26,15.27,28.73,66.96,66.82,14.26,32.84,85.32,28.92,26.99,56.2,4.04,62.28,87.11,,,35.23,35.23,,,,26.42,25.95,11.31,6.66,10.47,32.14
235441,J. Brandt,Julian Brandt,29.0,1996-05-02,Germany,Bundesliga,Borussia Dortmund,https://cdn5.wyscout.com/photos/team/public/3_120x120.png,1d191a,,40000000.0,€40.0M,2021,False,28.0,False,AM,"['AMF', 'RCMF3', 'RWF']",right,185.0,83.0,True,True,False,Goal-scoring attacking midfielder,AM,63.23,67.04,27.14,44.28,78.58,38.45,97.72,76.12,94.73,44.4,66.97,81.6,78.35,61.78,73.24,57.05,37.23,42.4,72.26,19.45,14.94,13.73,50.47,58.18,57.25,23.12,28.03,27.09,6.9,,,35.23,35.23,,,,26.42,25.95,6.03,0.47,3.09,32.14
235484,W. Saïd,Wesley Saïd,30.0,1995-04-19,France|Mauritius,Ligue 1,Lens,https://cdn5.wyscout.com/photos/team/public/66_120x120.png,d72f25,2026-06-30,4000000.0,€4.0M,1543,False,30.0,False,AM,"['AMF', 'CF', 'LW']",right,171.0,72.0,False,False,True,Goal-scoring attacking midfielder,AM,77.03,76.76,78.75,85.95,70.24,72.85,46.62,45.39,55.22,53.42,22.7,46.25,26.24,42.94,45.98,34.87,23.76,55.32,52.71,13.83,12.15,19.82,24.07,61.88,59.04,25.04,25.4,40.84,6.9,,,35.23,35.23,,,,26.42,94.52,85.06,7.53,31.66,32.14
242498,C. Tolisso,Corentin Tolisso,31.0,1994-08-03,France|Togo,Ligue 1,Olympique Lyonnais,https://cdn5.wyscout.com/photos/team/public/16_120x120.png,13377c,2027-06-30,5000000.0,€5.0M,3037,False,35.0,False,AM,"['AMF', 'LDMF', 'LCMF3']",right,181.0,81.0,False,True,True,Box-to-box attacking midfielder,AM,63.23,67.04,83.32,77.17,74.65,44.73,34.25,25.42,33.56,84.7,93.14,39.52,39.21,71.83,80.74,63.49,12.03,12.63,61.57,76.1,66.84,79.7,54.79,66.56,78.08,81.53,14.84,86.68,80.0,,,35.23,35.23,,,,26.42,25.95,77.16,67.13,41.19,32.14
242768,A. Rabiot,Adrien Rabiot,30.0,1995-04-03,France,"Ligue 1, SerieA",Milan,https://cdn5.wyscout.com/photos/team/public/1_120x120.png,d02214,,35000000.0,€35.0M,3248,False,24.572660098522167,False,AM,"['AMF', 'LWF']",left,188.0,80.0,False,False,False,Box-to-box attacking midfielder,AM,56.53,61.77,72.99,75.53,71.58,42.64,52.87,31.07,29.66,90.66,88.26,23.44,37.42,79.07,53.66,35.95,22.13,65.94,58.03,70.93,60.95,33.37,59.18,91.44,75.41,70.41,51.36,72.53,45.19,,,35.23,35.23,,,,26.42,25.95,82.9,36.83,47.35,32.14
249901,Carlinhos,Carlos Vinícius Santos de Jesus,30.0,1994-06-22,Brazil,Liga Portuguesa,Qatar SC,https://cdn5.wyscout.com/photos/team/public/1827_120x120.png,,2026-06-30,1200000.0,€1.2M,1447,False,15.0,True,AM,"['AMF', 'LCMF', 'LCMF3']",right,179.0,74.0,True,True,True,Goal-scoring attacking midfielder,AM,70.47,62.82,67.23,48.73,81.57,44.73,67.38,51.04,15.48,46.03,61.09,76.9,29.46,84.14,87.95,64.58,56.63,49.35,82.15,33.28,19.76,68.19,11.9,51.73,31.17,8.78,14.84,15.73,24.66,,,35.23,35.23,,,,64.84,94.52,31.04,38.61,70.47,32.14
250530,A. Gudmundsson,Albert Gudmundsson,28.0,1997-06-15,Iceland,SerieA,Fiorentina,https://cdn5.wyscout.com/photos/team/public/78_120x120.png,4a18ae,2027-06-30,30000000.0,€30.0M,1792,False,30.0,False,AM,"['AMF', 'CF']",right,177.0,66.0,False,True,True,Low-impact attacking midfielder,AM,57.82,41.26,27.14,89.92,65.77,49.78,39.56,34.57,35.33,92.21,40.78,81.01,51.2,35.5,18.05,52.4,39.62,47.79,20.24,16.84,12.67,38.22,17.33,46.82,22.85,9.82,60.49,5.84,20.83,,,35.23,35.23,,,,26.42,94.52,48.59,31.97,58.8,32.14
257104,João Mendes,João Sabino  Mendes Neto Saraiva,30.0,1994-10-21,Portugal,Liga Portuguesa,Vitória Guimarães,https://cdn5.wyscout.com/photos/team/public/160_120x120.png,,2025-06-30,2000000.0,€2.0M,1703,False,31.0,False,AM,"['AMF', 'CF', 'LAMF']",right,183.0,76.0,True,True,False,Goal-scoring attacking midfielder,AM,51.77,58.76,27.14,44.82,61.12,40.64,43.45,34.57,46.97,36.06,51.41,38.15,63.33,73.42,55.25,65.07,63.76,63.28,58.51,93.18,59.88,92.52,77.07,90.41,20.8,40.69,4.04,44.58,24.66,,,35.23,35.23,,,,68.8,25.95,44.65,78.5,62.14,32.14
270492,Rafael Barbosa,Rafael Avelino Pereira Pinto Barbosa,28.0,1996-03-29,Portugal,Liga Portuguesa,Radomiak Radom,https://cdn5.wyscout.com/photos/team/public/g3125_120x120.png,008000,2025-06-30,600000.0,€600K,932,False,16.0,False,AM,"['AMF', 'CF', 'LW']",right,173.0,69.0,False,True,False,Box-to-box attacking midfielder,AM,4.52,5.47,27.14,65.04,23.22,11.42,5.95,66.56,77.23,22.95,30.95,46.97,64.02,56.14,70.9,44.17,49.38,7.61,52.2,32.79,21.01,49.5,29.28,0.71,0.71,39.31,36.69,54.08,78.54,,,35.23,35.23,,,,26.42,25.95,40.35,50.97,55.71,32.14
270648,M. Thorsby,Morten Thorsby,29.0,1996-05-05,Norway,SerieA,Genoa,https://cdn5.wyscout.com/photos/team/public/92_120x120.png,081f47,,3000000.0,€3.0M,1689,False,25.0,False,AM,"['AMF', 'RCMF', 'LAMF']",right,188.0,83.0,False,False,False,Low-impact attacking midfielder,AM,11.85,14.23,27.14,92.41,27.69,22.79,18.47,13.24,23.97,42.44,10.38,60.58,15.45,22.72,18.59,5.95,3.45,14.01,11.94,27.15,82.53,3.3,65.2,81.66,100.0,60.4,84.06,25.22,44.07,,,35.23,35.23,,,,26.42,25.95,89.61,17.04,62.14,32.14
275149,Andreas Pereira,Andreas Hoelgebaum Pereira,29.0,1996-01-01,Belgium|Brazil,Premier League,Palmeiras,https://cdn5.wyscout.com/photos/team/public/250_120x120.png,008000,2026-06-30,20000000.0,€20.0M,1374,False,23.0,False,AM,"['AMF', 'RDMF', 'RCMF']",right,178.0,70.0,True,True,False,Goal-scoring attacking midfielder,AM,15.59,18.68,27.14,16.17,30.49,27.6,70.08,66.56,20.83,36.64,35.93,49.99,62.77,29.41,43.58,54.69,28.14,29.99,43.14,53.37,27.32,86.66,24.86,27.59,20.29,47.27,58.55,28.96,29.69,,,35.23,35.23,,,,68.8,25.95,58.63,24.94,84.52,32.14
286562,Ricardo Horta,Ricardo Jorge Luz Horta,30.0,1994-09-15,Portugal,Liga Portuguesa,Sporting Braga,https://cdn5.wyscout.com/photos/team/public/165_120x120.png,f62717,2028-06-30,15000000.0,€15.0M,2990,False,33.0,False,AM,"['AMF', 'RWF', 'LAMF']",right,173.0,58.0,False,True,False,Low-impact attacking midfielder,AM,72.78,75.16,27.14,85.13,82.04,52.45,48.05,47.3,60.18,71.99,42.0,43.89,48.94,78.55,37.17,45.65,9.56,2.03,14.65,58.53,11.26,44.82,61.84,8.51,5.01,33.36,26.12,21.87,35.45,,,35.23,35.23,,,,98.33,25.95,22.9,33.02,14.76,32.14
294439,A. Januzaj,Adnan Januzaj,30.0,1995-02-05,Belgium|Kosovo,LaLiga,Sevilla,https://cdn5.wyscout.com/photos/team/public/44_120x120.png,d22d28,2026-06-30,2000000.0,€2.0M,646,False,20.0,False,AM,"['AMF', 'RW', 'RAMF']",left,186.0,75.0,True,True,False,Offensive playmaker,AM,64.98,68.55,27.14,47.67,86.58,19.65,5.95,45.39,88.51,24.85,45.08,71.16,100.0,74.78,86.85,88.96,100.0,92.48,98.41,54.4,91.37,85.14,63.38,25.39,30.54,37.5,50.63,47.3,6.9,,,35.23,35.23,,,,78.8,25.95,59.7,95.9,95.23,32.14
314124,Javi Muñoz,Javier Muñoz Jiménez,30.0,1995-02-28,Spain,LaLiga,Getafe,https://cdn5.wyscout.com/photos/team/public/56_120x120.png,0634bd,,3000000.0,€3.0M,2118,False,26.0,False,AM,"['AMF', 'RB', 'CF']",right,179.0,69.0,False,True,False,Box-to-box attacking midfielder,AM,10.81,12.71,27.14,7.86,50.1,1.19,27.98,25.42,55.22,38.96,35.45,60.58,51.76,45.38,63.77,61.24,17.05,9.91,48.4,73.03,30.51,67.61,42.85,60.9,40.22,75.78,44.87,69.06,51.26,,,35.23,35.23,,,,26.42,25.95,43.34,20.71,49.04,32.14
314202,Jon Guridi,Jon Guridi Aldalur,30.0,1995-02-28,Spain,LaLiga,Deportivo Alavés,https://cdn5.wyscout.com/photos/team/public/784_120x120.png,0e319b,2026-06-30,4000000.0,€4.0M,1898,False,31.0,False,AM,"['AMF', 'CF']",left,179.0,64.0,False,True,True,Low-impact attacking midfielder,AM,19.8,14.23,27.14,91.0,13.81,49.78,18.47,6.7,10.94,47.16,29.87,12.95,8.54,31.8,15.66,76.42,20.35,31.24,13.53,50.88,68.43,36.99,71.56,68.13,85.23,75.78,63.38,57.46,55.57,,,35.23,35.23,,,,26.42,94.52,67.47,10.17,37.85,32.14
315832,L. Bénes,László Bénes,27.0,1997-09-09,Slovakia|Hungary,Bundesliga,Kayserispor,https://cdn5.wyscout.com/photos/team/public/819_120x120.png,FF0000,2026-06-30,5000000.0,€5.0M,671,False,22.0,True,AM,"['AMF', 'RCMF3', 'LCMF3']",left,181.0,72.0,True,True,False,Box-to-box attacking midfielder,AM,29.43,33.71,27.14,30.89,66.72,8.51,50.26,66.56,76.23,7.69,43.0,84.04,87.58,22.11,70.35,31.22,29.68,6.88,69.54,36.51,28.05,12.53,76.38,45.77,53.23,61.93,65.32,60.38,6.9,,,35.23,35.23,,,,26.42,25.95,45.61,13.36,93.8,32.14
318353,N. Vlašić,Nikola Vlašić,28.0,1997-10-04,Croatia,SerieA,Torino,https://cdn5.wyscout.com/photos/team/public/90_120x120.png,7e241a,2027-06-30,10000000.0,€10.0M,2647,False,34.0,False,AM,"['AMF', 'LCMF3', 'CF']",right,178.0,72.0,False,False,True,Low-impact attacking midfielder,AM,40.96,25.13,27.14,53.81,55.04,34.12,14.51,21.91,41.82,66.56,38.98,84.59,47.85,56.14,41.78,69.83,61.21,60.73,45.92,34.34,57.77,46.88,51.6,46.28,45.26,31.7,17.24,46.21,41.66,,,35.23,35.23,,,,26.42,94.52,41.54,35.65,16.66,32.14
319301,D. van de Beek,Donny van de Beek,28.0,1997-04-18,Netherlands,LaLiga,Girona,https://cdn5.wyscout.com/photos/team/public/1209_120x120.png,ff0000,,5000000.0,€5.0M,1026,False,19.0,False,AM,"['AMF', 'CF']",right,184.0,74.0,False,False,False,Low-impact attacking midfielder,AM,44.13,51.28,27.14,51.75,62.49,27.6,34.25,45.39,46.97,86.45,24.48,49.99,35.31,26.07,8.0,78.27,11.51,18.59,5.54,90.87,29.03,19.82,60.53,95.36,63.83,55.06,67.52,51.3,74.9,,,35.23,35.23,,,,26.42,25.95,31.64,12.57,72.61,32.14
320586,Marco Asensio,Marco Asensio Willemsen,29.0,1996-01-21,Spain|Netherlands,"Ligue 1, Premier League",Fenerbahçe,https://cdn5.wyscout.com/photos/team/public/470_120x120.png,,2028-05-30,0.0,No disponible / 0 €,1054,False,11.03605313092979,False,AM,"['CF', 'RCMF3']",left,182.0,76.0,False,True,True,Low-impact attacking midfielder,AM,59.75,64.03,27.14,76.62,21.63,73.62,30.12,57.23,45.73,73.95,21.48,15.17,34.69,89.22,24.36,64.03,37.76,35.4,15.39,50.34,5.8,57.32,30.75,0.71,0.71,8.13,19.31,8.34,34.77,,,35.23,35.23,,,,26.42,25.95,37.58,21.18,50.09,32.14
329932,S. Conteh,Sirlord Calvin Conteh,29.0,1996-07-09,Germany|Ghana,Bundesliga,Heidenheim,https://cdn5.wyscout.com/photos/team/public/3767_120x120.png,ff0000,2027-06-30,1000000.0,€1.0M,1016,False,24.0,False,AM,"['AMF', 'RW', 'RAMF']",right,179.0,78.0,False,False,False,Low-impact attacking midfielder,AM,44.13,51.28,27.14,70.07,26.97,61.96,34.25,86.57,91.14,23.45,3.65,58.63,43.52,7.48,4.88,66.07,19.87,51.83,16.99,15.13,18.03,42.52,7.39,54.42,71.31,1.87,4.04,3.65,37.35,,,35.23,35.23,,,,26.42,25.95,33.42,49.38,74.52,32.14
331232,Lee Jae-Sung,Jae-Sung Lee,33.0,1992-08-10,Korea Republic,Bundesliga,Mainz 05,https://cdn5.wyscout.com/photos/team/public/332_120x120.png,d22d1f,2026-06-30,2500000.0,€2.5M,2760,False,32.0,False,AM,"['AMF', 'LWF', 'CF']",left,180.0,70.0,False,False,False,Box-to-box attacking midfielder,AM,38.73,44.44,27.14,51.75,33.23,53.87,70.08,21.91,52.79,34.91,36.45,67.28,52.45,11.81,13.84,74.04,10.04,5.9,9.33,40.4,44.9,26.07,72.3,72.05,81.66,72.48,61.93,84.98,42.38,,,35.23,35.23,,,,26.42,25.95,24.93,43.16,34.52,32.14
334526,Bruno Costa,Bruno Xavier Almeida Costa,27.0,1997-04-19,Portugal,Liga Portuguesa,Nacional,https://cdn5.wyscout.com/photos/team/public/164_120x120.png,,2026-06-30,800000.0,€800K,1019,False,18.0,False,AM,"['AMF', 'LAMF', 'LCMF']",right,174.0,68.0,False,True,True,Low-impact attacking midfielder,AM,44.13,22.42,27.14,27.24,65.77,22.79,34.25,73.33,20.83,80.8,32.67,36.44,22.47,84.65,38.37,27.41,19.38,19.13,21.12,69.62,35.66,62.04,93.09,40.6,31.69,45.62,47.03,43.56,63.99,,,35.23,35.23,,,,26.42,94.52,17.05,85.42,3.09,32.14
335467,E. Buendía,Emiliano Buendía,28.0,1996-12-25,Argentina|Spain,"Bundesliga, Premier League",Aston Villa,https://cdn5.wyscout.com/photos/team/public/32_120x120.png,821837,2027-06-30,22000000.0,€22.0M,949,False,15.794520547945206,False,AM,"['AMF', 'LWF']",right,172.0,72.0,False,True,False,Low-impact attacking midfielder,AM,65.94,72.32,27.14,8.69,68.35,57.86,71.94,30.4,30.31,33.76,11.5,18.8,5.98,53.95,22.29,8.09,5.19,26.86,16.35,23.86,32.11,45.85,35.11,10.82,10.73,68.87,22.59,78.33,66.94,,,35.23,35.23,,,,98.33,25.95,70.88,54.61,76.55,32.14
339273,L. Pellegrini,Lorenzo Pellegrini,29.0,1996-06-19,Italy,SerieA,Roma,https://cdn5.wyscout.com/photos/team/public/87_120x120.png,972534,2026-06-30,25000000.0,€25.0M,1298,False,21.0,False,AM,"['AMF', 'LCMF3']",right,186.0,77.0,True,True,True,Goal-scoring attacking midfielder,AM,64.98,37.37,27.14,82.04,34.9,70.14,5.95,61.38,26.41,45.5,50.07,28.8,13.43,34.35,37.8,48.26,20.86,60.73,47.85,75.07,34.6,87.67,40.77,88.35,59.81,32.84,29.24,39.15,29.69,,,35.23,35.23,,,,26.42,94.52,68.78,70.96,62.14,32.14
344907,G. Hein,Gauthier Hein,29.0,1996-08-07,France,Ligue 1,Metz,https://cdn5.wyscout.com/photos/team/public/73_120x120.png,7a170f,2028-06-30,3000000.0,€3.0M,1010,False,11.0,False,AM,"['AMF', 'RCMF3', 'RCMF']",left,170.0,65.0,False,True,True,Goal-scoring attacking midfielder,AM,74.47,22.42,27.14,36.57,58.74,70.14,64.93,76.12,23.97,95.85,89.91,18.8,23.24,83.3,56.37,10.11,6.08,81.25,73.99,13.32,1.78,26.69,83.59,16.74,15.03,5.04,61.93,6.52,37.35,,,35.23,35.23,,,,26.42,94.52,8.32,15.93,52.61,86.57
