id,name,full_name,age,birth_date,passport_country_names,league,current_team_name,current_team_logo,current_team_color,contract_expires,market_value,market_value_str,minutes_on_field,low_minutes_flag,total_matches,on_loan,main_position,positions_clean,foot,height,weight,goals_avg,non_penalty_goal_avg,head_goals_avg,shots_on_target_percent,shot_efficiency_avg,xg_shot_avg,assists_avg,xg_assist_avg,key_passes_avg,accurate_passes_percent,accurate_pass_avg,accurate_crosses_percent,accurate_crosses_avg,successful_progressive_pass_percent,accurate_progressive_pass_avg,successful_dribbles_percent,dribble_efficiency,progressive_run_avg,real_progression,duels_won,duels_won_avg,offensive_duels_won,defensive_duels_won,aerial_duels_won,aerial_duels_won_avg,successful_defensive_actions_avg,tackle_avg,interceptions_avg,shot_block_avg,conceded_goals_avg,shots_against_avg,save_percent,xg_save_avg,prevented_goals_avg,goalkeeper_exits_avg,gk_aerial_duels_avg,direct_free_kick_taker,direct_free_kicks_on_target_percent,corner_taker,penalty_taker,penalties_conversion_percent,fouls_avg,foul_suffered_avg,yellow_cards_avg,red_cards_avg,player_role
-74935,Pablo Martínez,Pablo Martínez Andrés,27.0,1998-02-22,Spain,LaLiga,Levante,https://cdn5.wyscout.com/photos/team/public/57_120x120.png,a6223f,2026-06-30,2500000.0,€2.5M,585,False,9.0,False,MF,"['RCMF', 'LW', 'LCMF']",right,182.0,74.0,0.0,0.0,0.0,8.33,-0.05,0.05,0.0,0.08,0.62,76.11,21.074859,62.5,0.76875,62.5,3.075,50.0,0.925,1.85,6.77,39.33,5.384277,30.77,50.0,33.33,0.616605,8.0,0.77,4.46,0.77,,,0.0,0.0,,,,True,0.0,True,False,0.0,1.54,0.31,0.15,0.0,Box-to-box midfielder
-74720,J. Trafford,James Trafford,23.0,2002-10-10,England,Premier League,Manchester City,https://cdn5.wyscout.com/photos/team/public/23_120x120.png,333333,2027-06-30,18000000.0,€18.0M,308,True,3.0,False,GK,['GK'],right,192.0,90.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,73.33,,,,,False,,False,False,0.0,0.0,0.0,0.0,0.0,No role assigned
-74487,H. Morita,Hidemasa Morita,30.0,1995-05-10,Japan,Liga Portuguesa,Sporting CP,https://cdn5.wyscout.com/photos/team/public/159_120x120.png,39825e,2026-06-30,15000000.0,€15.0M,1464,False,23.0,False,MF,"['LCMF', 'RCMF']",right,177.0,69.0,0.12000000000000001,0.12000000000000001,0.0,37.5,-0.009999999999999995,0.13,0.060000000000000005,0.09,0.36999999999999994,88.1,41.86512,41.18,0.43239000000000005,86.61,6.764241000000001,37.5,0.3675,1.05,8.860000000000001,43.83,6.333435,31.34,55.10000000000001,47.37,1.1084579999999997,7.1899999999999995,0.68,3.2,0.18,,,0.0,0.0,,,,False,0.0,False,False,0.0,1.23,0.49,0.060000000000000005,0.0,Deep-lying playmaking midfielder
-74304,W. Pacho,Willian Joel Pacho Tenorio,24.0,2001-10-16,Ecuador,Ligue 1,PSG,https://cdn5.wyscout.com/photos/team/public/14_120x120.png,173f69,2029-06-30,35000000.0,€35.0M,2019,False,26.0,False,CB,['LCB'],left,188.0,81.0,0.0,0.0,0.0,33.33,-0.01,0.01,0.0,0.01,0.0,95.09,69.98624,0.0,0.0,65.35,3.69881,0.0,0.0,0.18,5.84,66.67,7.667050000000001,41.67,79.26,48.98,1.067764,9.27,0.13,4.37,0.71,,,0.0,0.0,,,,False,0.0,False,False,0.0,0.71,0.31,0.04,0.0,Ball-playing CB
-74230,Kirian Rodríguez,Kirian Rodríguez Concepción,29.0,1996-03-05,Spain,LaLiga,Las Palmas,https://cdn5.wyscout.com/photos/team/public/775_120x120.png,0038c5,2028-06-30,12000000.0,€12.0M,719,False,8.0,False,DMF,"['LDMF', 'LCMF', 'LCMF3']",right,180.0,72.0,0.0,0.0,0.0,66.67,-0.07,0.07,0.13,0.0,0.13,87.89,42.688173,0.0,0.0,72.22,4.882072,100.0,0.38000000000000006,0.75,7.51,53.089999999999996,5.383325999999999,42.11,76.47,35.29,0.7516769999999999,6.130000000000001,0.0,2.88,0.25,,,0.0,0.0,,,,False,0.0,True,False,0.0,0.25,0.75,0.0,0.0,Box-to-box midfielder
-73951,A. Adams,Akor Jerome Adams,25.0,2000-01-29,Nigeria,"LaLiga, Ligue 1",Sevilla,https://cdn5.wyscout.com/photos/team/public/44_120x120.png,d22d28,,10000000.0,€10.0M,1108,False,12.32942238267148,False,FW,['CF'],right,190.0,92.0,0.15901624548736462,0.15901624548736462,0.0,57.14,-0.08329422382671481,0.24231046931407943,0.0,0.007572202166064982,0.0,65.14,5.766130481949458,16.67,0.0807863104693141,41.67000000000001,0.40703842689530695,58.32999999999999,0.5697756525270757,0.3256046931407942,1.3024187725631768,35.71,4.872668175090252,27.94,50.0,45.82999999999999,1.787225230144404,1.703745487364621,0.0,0.8935198555956678,0.08329422382671481,,,0.0,0.0,,,,False,0.0,False,False,0.0,0.8935198555956678,0.15901624548736462,0.08329422382671481,0.0,Target man
-73935,Nelson Abbey,Nelson Ighodaro Abbey,21.0,2003-08-28,Nigeria|England,Liga Portuguesa,Rio Ave,https://cdn5.wyscout.com/photos/team/public/1261_120x120.png,24502c,2026-06-30,500000.0,€500K,689,False,8.0,False,LB,"['LB', 'LCB']",left,187.0,74.0,0.0,0.0,0.0,0.0,-0.02,0.02,0.0,0.03,0.13,75.23,31.739537,33.33,0.3932939999999999,55.17000000000001,4.181886,63.64,0.916416,1.57,9.15,49.12,7.313968,31.710000000000004,66.67,58.82000000000001,1.3058040000000002,8.75,0.39000000000000007,5.22,0.65,,,0.0,0.0,,,,False,0.0,False,False,0.0,0.52,0.52,0.13,0.0,Defensive full-back
-73927,M. Biereth,Mika Biereth,22.0,2003-02-08,England|Denmark,Ligue 1,Monaco,https://cdn5.wyscout.com/photos/team/public/68_120x120.png,c3322d,2030-06-30,7000000.0,€7.0M,2018,False,28.0,False,FW,['CF'],right,187.0,78.0,0.67,0.62,0.0,56.25,0.08000000000000007,0.59,0.09,0.18,0.76,66.07,9.811395,21.43,0.26787500000000003,83.33,1.3416130000000002,34.48,0.44479199999999997,0.58,2.19,33.33,5.709428999999999,30.13,58.82,28.28,1.249976,3.03,0.0,1.69,0.04,,,0.0,0.0,,,,False,0.0,False,True,50.0,1.11,1.69,0.04,0.0,Goal scoring forward
-73722,Gabriel Santos,Gabriel dos Santos Francisco,25.0,1999-03-16,Brazil,Liga Portuguesa,Nacional,https://cdn5.wyscout.com/photos/team/public/164_120x120.png,,2027-06-30,400000.0,€400K,101,True,3.0,True,RW,"['RWF', 'RW']",right,185.0,77.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,False,,False,False,0.0,0.0,0.0,0.0,0.0,No role assigned
-73626,Valery Fernández,Valery Fernández Estrada,25.0,1999-11-23,Spain,LaLiga,Real Zaragoza,https://cdn5.wyscout.com/photos/team/public/49_120x120.png,0000ff,2026-06-30,2500000.0,€2.5M,250,True,12.0,False,RW,"['RW', 'RB5', 'RAMF']",right,182.0,75.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,False,,False,False,0.0,0.0,0.0,0.0,0.0,No role assigned
-73470,M. Broschinski,Moritz Broschinski,24.0,2000-09-23,Germany,Bundesliga,Bochum,https://cdn5.wyscout.com/photos/team/public/97_120x120.png,0000FF,2026-06-30,3000000.0,€3.0M,1533,False,33.0,False,FW,['CF'],right,190.0,77.0,0.05999999999999999,0.05999999999999999,0.0,34.29,-0.19,0.25,0.11999999999999998,0.09,0.23,70.48,11.213368000000001,23.530000000000005,0.4706000000000001,75.0,1.2299999999999998,42.42,1.641654,1.59,3.23,33.06,9.451854,24.569999999999997,59.55,32.5,1.5275,5.579999999999999,0.0,2.47,0.05999999999999999,,,0.0,0.0,,,,False,0.0,False,False,0.0,1.64,1.06,0.05999999999999999,0.0,Pressing forward
-73362,Juanmi Latasa,Juan Miguel Latasa Fernández Layos,24.0,2001-03-23,Spain,LaLiga,Real Valladolid,https://cdn5.wyscout.com/photos/team/public/59_120x120.png,632d8e,2029-06-30,2800000.0,€2.8M,1062,False,19.0,False,FW,['CF'],left,192.0,85.0,0.25,0.25,0.08,56.52,-0.09000000000000002,0.34,0.0,0.03,0.17,73.11,7.3694880000000005,66.67,0.16667500000000002,45.45,0.42268500000000003,30.0,0.255,0.17,1.1,42.05,9.406585,32.88,54.17,54.95,5.170795000000001,1.86,0.08,0.68,0.0,,,0.0,0.0,,,,False,0.0,False,False,0.0,1.69,1.9500000000000002,0.17,0.08,Target man
-73339,Alex Forés,Alex Forés Mendoza,24.0,2001-04-12,Spain,LaLiga,Real Oviedo,https://cdn5.wyscout.com/photos/team/public/2508_120x120.png,0000ff,2026-06-30,1500000.0,€1.5M,169,True,7.0,True,FW,"['CF', 'RAMF']",right,180.0,78.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,False,,False,False,0.0,0.0,0.0,0.0,0.0,No role assigned
-73322,T. Nianzou,Tanguy Nianzou Kouassi,23.0,2002-06-07,France|Côte d'Ivoire,LaLiga,Sevilla,https://cdn5.wyscout.com/photos/team/public/44_120x120.png,d22d28,2027-06-30,3000000.0,€3.0M,336,True,5.0,False,CB,"['CB', 'RCB']",right,191.0,85.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,False,,False,False,0.0,0.0,0.0,0.0,0.0,No role assigned
-73316,A. Kalimuendo,Arnaud Kalimuendo-Muinga,23.0,2002-01-20,France|Congo DR,"Ligue 1, Premier League",Nottingham Forest,https://cdn5.wyscout.com/photos/team/public/1113_120x120.png,FF0000,2027-06-30,20000000.0,€20.0M,2105,False,22.168171021377674,False,FW,['CF'],right,175.0,79.0,0.5991733966745844,0.46602375296912113,0.038042755344418054,55.56,0.06657482185273156,0.5325985748218528,0.08559619952494062,0.0665748218527316,0.17119239904988123,80.39,15.772961004275533,12.5,0.04279809976247031,54.55,0.7678359524940618,50.98,1.1103177596199523,1.2839429928741093,2.691524940617577,33.7,5.2595726080760095,32.69,56.0,17.86,0.428049474584323,2.4347363420427555,0.038042755344418054,1.1983467933491687,0.038042755344418054,,,0.0,0.0,,,,False,0.0,False,True,47.55344418052257,0.8084085510688837,1.3695391923990499,0.08559619952494062,0.0,Goal scoring forward
-73313,T. Coulibaly,Tanguy Coulibaly,24.0,2001-02-18,France|Côte d'Ivoire,Ligue 1,Samsunspor,https://cdn5.wyscout.com/photos/team/public/1343_120x120.png,FF0000,2026-06-30,2000000.0,€2.0M,1136,False,17.0,False,RW,"['RW', 'CF', 'RAMF']",left,179.0,78.0,0.16,0.16,0.0,52.94,-0.04999999999999999,0.21,0.0,0.09,0.32,84.23,17.351380000000002,26.32,0.397432,42.86,0.711476,57.14,2.217032,2.14,3.8,41.99,10.379928,36.73,56.7,35.48,0.8728079999999998,7.37,0.16,2.85,0.16,,,0.0,0.0,,,,False,0.0,True,False,0.0,2.46,1.51,0.16,0.08,Defensive winger
-73307,T. Pembélé,Timothée Pembélé,23.0,2002-09-09,France|Congo DR,Ligue 1,Sunderland,https://cdn5.wyscout.com/photos/team/public/39_120x120.png,f30022,2028-06-30,2500000.0,€2.5M,1028,False,17.0,False,LB,"['LB', 'RCB3']",right,183.0,72.0,0.09,0.09,0.0,33.33,-0.020000000000000004,0.11,0.0,0.0,0.0,82.89,29.682909000000006,16.67,0.35007000000000005,68.12,4.114448,53.13,1.48764,1.84,7.88,54.04,9.365132,44.74,65.88,45.45,0.8771850000000001,8.84,0.09,3.85,0.18,,,0.0,0.0,,,,False,0.0,False,False,0.0,0.61,0.88,0.26,0.0,Goal-scoring full-back
-73303,D. Maldini,Daniel Maldini,24.0,2001-10-11,Italy|Venezuela,SerieA,Atalanta,https://cdn5.wyscout.com/photos/team/public/74_120x120.png,1f4d96,,4500000.0,€4.5M,1089,False,25.0,False,FW,"['CF', 'RWF', 'LWF']",right,188.0,83.0,0.41,0.41,0.0,34.38,-0.010000000000000009,0.42,0.0,0.11,0.74,71.53,17.02414,10.53,0.165321,62.5,1.2374999999999998,48.1,3.14093,3.39,5.37,40.57,10.661796000000002,40.21,57.89,36.84,1.7351640000000002,3.14,0.33,0.9899999999999999,0.08,,,0.0,0.0,,,,True,0.0,True,False,0.0,0.74,1.82,0.17,0.0,Creative forward
-73281,Tomás Tavares,Tomás Franco Tavares,24.0,2001-03-07,Portugal|Cape Verde Islands,Liga Portuguesa,AVS ,https://cdn5.wyscout.com/photos/team/public/g-19144_120x120.png,,2026-06-30,2000000.0,€2.0M,802,False,10.0,False,RB,"['RB', 'RB5']",right,182.0,69.0,0.0,0.0,0.0,0.0,-0.01,0.01,0.11,0.03,0.11,75.8,29.17542,50.0,0.675,50.0,4.49,43.75,0.7875000000000001,0.22,9.200000000000001,52.55,8.076934999999999,39.53,70.31,42.86,0.672902,9.43,0.0,4.38,0.0,,,0.0,0.0,,,,False,0.0,False,False,0.0,0.56,1.23,0.11,0.0,Defensive full-back
-73164,Pejiño,Francisco Jesús Crespo García,28.0,1996-07-29,Spain,LaLiga,Elche,https://cdn5.wyscout.com/photos/team/public/777_120x120.png,2e723b,2026-06-30,1200000.0,€1.2M,19,True,1.0,True,RW,['RAMF'],left,177.0,67.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,False,,False,False,0.0,0.0,0.0,0.0,0.0,No role assigned
-73053,André Silva,André Oliveira e Silva,27.0,1997-06-03,Brazil,Liga Portuguesa,São Paulo,https://cdn5.wyscout.com/photos/team/public/243_120x120.png,FF0000,2027-12-31,3500000.0,€3.5M,825,False,10.0,False,FW,['CF'],left,181.0,78.0,0.65,0.65,0.22,31.82,0.28,0.37,0.0,0.05,0.33,76.44,17.344236000000002,25.0,0.2175,65.22,1.6370219999999998,30.0,0.327,0.87,3.38,30.06,5.672322,17.54,51.85,28.89,1.4184990000000002,3.82,0.0,2.29,0.11,,,0.0,0.0,,,,False,0.0,False,False,0.0,1.09,0.76,0.11,0.0,Goal scoring forward
-73038,E. Caprile,Elia Caprile,24.0,2001-08-25,Italy,SerieA,Cagliari,https://cdn5.wyscout.com/photos/team/public/75_120x120.png,001e4d,2028-06-30,6000000.0,€6.0M,2929,False,30.0,False,GK,['GK'],right,191.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.45,18.618105,0.0,0.0,80.57,6.115263,0.0,0.0,0.0,7.59,87.88,0.8875879999999999,100.0,33.33,95.83,0.7091419999999999,1.63,0.0,1.6,0.0,1.2,4.03,70.23,1.22,0.018,2.09,0.74,False,,False,False,0.0,0.0,0.37,0.029999999999999995,0.0,Ball-playing GK
-72864,Igor Formiga,Igor Marques Paciencia Cardoso,26.0,1999-01-08,Brazil,Liga Portuguesa,Grêmio Novorizontino,https://cdn5.wyscout.com/photos/team/public/g21284_120x120.png,,2025-12-31,400000.0,€400K,776,False,13.0,False,RB,"['RB', 'RB5']",right,177.0,77.0,0.11999999999999998,0.11999999999999998,0.0,50.0,0.08999999999999998,0.029999999999999995,0.0,0.04,0.35,74.66,25.287342,26.32,0.57904,67.11,5.912391,66.67,1.853426,1.62,10.43,53.57,12.176461,52.169999999999995,53.760000000000005,56.41,2.5497319999999997,13.92,0.46,7.65,0.46,,,0.0,0.0,,,,False,0.0,False,False,0.0,1.86,0.81,0.35,0.0,Defensive full-back
-72826,S. van den Berg,Sepp van den Berg,23.0,2001-12-20,Netherlands,Premier League,Brentford,https://cdn5.wyscout.com/photos/team/public/1186_120x120.png,ff0000,2029-06-30,12000000.0,€12.0M,3261,False,34.0,False,CB,"['LCB', 'RB']",right,192.0,87.0,0.0,0.0,0.0,47.06,-0.08,0.08,0.0,0.0,0.0,89.65,31.789890000000003,50.0,0.03,62.25,2.5958249999999996,80.0,0.11200000000000002,0.63,4.8,53.26,6.540327999999999,35.0,58.46,50.0,2.7050000000000005,7.15,0.11,4.94,0.8299999999999998,,,0.0,0.0,,,,False,0.0,False,False,0.0,0.66,0.11,0.08,0.0,Aerial dominant CB
-72676,L. Valenti,Lautaro Rodrigo Valenti,26.0,1999-01-14,Argentina|Italy,SerieA,Parma,https://cdn5.wyscout.com/photos/team/public/84_120x120.png,,2027-06-30,1800000.0,€1.8M,2422,False,28.0,False,CB,"['LCB', 'LCB3']",left,188.0,80.0,0.04,0.04,0.04,40.0,0.02,0.02,0.0,0.03,0.0,82.07,31.473844999999997,10.0,0.037000000000000005,58.6,4.04926,100.0,0.04,0.48,7.390000000000001,56.48,6.314463999999999,36.0,67.15,49.32,1.3365719999999999,8.29,0.22,4.64,0.41,,,0.0,0.0,,,,False,100.0,False,False,0.0,1.15,0.41,0.26,0.04,Low-impact CB
-72526,M. Salisu,Mohamed Karim Salisu Abdul,26.0,1999-04-17,Ghana,Ligue 1,Monaco,https://cdn5.wyscout.com/photos/team/public/68_120x120.png,c3322d,2028-06-30,15000000.0,€15.0M,1446,False,17.0,False,CB,"['LCB', 'CB', 'LCB3']",left,191.0,82.0,0.11999999999999998,0.11999999999999998,0.11999999999999998,75.0,0.07999999999999999,0.04,0.0,0.0,0.0,89.61,55.271448,0.0,0.0,71.14,6.594678,0.0,0.0,0.8099999999999999,10.08,55.61,6.78442,80.0,57.949999999999996,55.839999999999996,2.674736,9.46,0.31,5.9799999999999995,1.12,,,0.0,0.0,,,,False,0.0,False,False,0.0,1.24,0.19,0.19,0.0,Ball-playing CB
-72507,Jeong Woo-Yeong,Woo-Yeong Jeong,26.0,1999-09-20,Korea Republic,Bundesliga,Union Berlin,https://cdn5.wyscout.com/photos/team/public/1129_120x120.png,c22b24,2026-06-30,3500000.0,€3.5M,1055,False,22.0,False,AM,"['AMF', 'RWF', 'LW']",right,179.0,71.0,0.17,0.17,0.0,31.25,0.03,0.14,0.09,0.13,0.68,76.23,22.434489000000003,35.71,0.853469,67.92,3.069984,50.0,1.11,2.47,6.99,42.14,5.714184,45.45,51.43,35.29,1.02341,3.5,0.17,1.79,0.0,,,0.0,0.0,,,,False,0.0,True,False,0.0,0.94,1.28,0.0,0.0,Goal-scoring attacking midfielder
-72372,W. Fofana,Wesley Fofana,24.0,2000-12-17,France|Côte d'Ivoire,Premier League,Chelsea,https://cdn5.wyscout.com/photos/team/public/25_120x120.png,004592,2029-06-30,25000000.0,€25.0M,673,False,9.0,False,RB,"['RB', 'RCB', 'RCB3']",right,186.0,76.0,0.0,0.0,0.0,0.0,-0.05999999999999999,0.05999999999999999,0.0,0.0,0.0,93.73,52.02015,0.0,0.0,74.47,4.684163,100.0,0.27,2.81,9.1,48.31,7.623317999999999,36.36,47.83,65.63,2.8089639999999996,6.02,0.0,3.08,0.0,,,0.0,0.0,,,,False,0.0,False,False,0.0,1.8699999999999999,0.9400000000000001,0.13,0.0,Low-impact full-back
-71991,A. Semenyo,Antoine Semenyo,25.0,2000-01-07,England|Ghana,Premier League,Bournemouth,https://cdn5.wyscout.com/photos/team/public/1173_120x120.png,e75556,2030-06-30,10000000.0,€10.0M,3542,False,37.0,False,LW,"['LAMF', 'RAMF']",right,185.0,79.0,0.33,0.3,0.0,43.29999999999999,0.040000000000000036,0.29,0.08,0.10000000000000002,0.4099999999999999,78.86,19.715,25.37,0.43128999999999995,71.79,2.1321630000000007,61.410000000000004,2.8739879999999998,3.2799999999999994,6.25,43.04999999999999,10.775414999999999,41.1,55.31,40.94,1.7808899999999996,6.0,0.23,2.59,0.18,,,0.0,0.0,,,,False,100.0,True,True,50.0,1.91,0.6900000000000001,0.18,0.0,Defensive winger
-71986,Bruno Langa,Bruno Alberto Langa,27.0,1997-10-31,Mozambique,Liga Portuguesa,Almería,https://cdn5.wyscout.com/photos/team/public/50_120x120.png,FF0000,2028-06-30,1500000.0,€1.5M,344,True,4.0,False,LB,"['LB', 'LB5', 'LWB']",left,178.0,70.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,False,,False,False,0.0,0.0,0.0,0.0,0.0,No role assigned
-71677,W. Silva,Wendel da Silva Costa,24.0,2000-08-02,Brazil,Liga Portuguesa,Santa Clara,https://cdn5.wyscout.com/photos/team/public/1536_120x120.png,f4070e,2026-06-30,1200000.0,€1.2M,270,True,6.0,True,FW,['CF'],right,180.0,74.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,False,,False,False,0.0,0.0,0.0,0.0,0.0,No role assigned
-71601,M. Olise,Michael Olise,23.0,2001-12-12,England|France,Bundesliga,Bayern München,https://cdn5.wyscout.com/photos/team/public/2_120x120.png,da314b,2029-06-30,0.0,No disponible / 0 €,2775,False,34.0,False,RW,"['RAMF', 'RW']",left,184.0,73.0,0.42,0.42,0.0,43.43,0.09999999999999998,0.32,0.55,0.36,1.46,84.68,44.821124,32.97,0.972615,91.19,6.711584,59.05,4.44056,4.25,11.61,47.33,9.470733000000001,47.2,59.22,27.59,0.259346,4.22,0.06,2.17,0.03,,,0.0,0.0,,,,True,57.14,True,False,0.0,0.84,1.95,0.19,0.0,Goal-scoring winger
-71565,Joan García,Joan García Pons,24.0,2001-05-04,Spain,LaLiga,Barcelona,https://cdn5.wyscout.com/photos/team/public/42_120x120.png,b61d4c,2028-06-30,800000.0,€800K,3163,False,32.0,False,GK,['GK'],right,191.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.49,17.503322,0.0,0.0,77.33,3.7814369999999995,0.0,0.0,0.0,4.89,83.33,0.849966,75.0,50.0,88.46,0.654604,2.19,0.03,2.13,0.0,0.83,4.04,79.58,1.06,0.231,2.19,0.74,False,,False,False,0.0,0.0,0.17,0.03,0.0,Ball-playing GK
-71510,A. Abqar,Abdel kabir Abqar,26.0,1999-03-10,Morocco,LaLiga,Getafe,https://cdn5.wyscout.com/photos/team/public/56_120x120.png,0634bd,,7500000.0,€7.5M,2236,False,24.0,False,CB,"['RCB', 'CB']",right,188.0,80.0,0.0,0.0,0.0,0.0,-0.03,0.03,0.04,0.0,0.0,81.13,24.752763,66.67,0.08000399999999999,71.81,4.3086,60.0,0.12,0.4,6.4,63.71999999999999,8.130671999999999,60.0,73.13,56.16,1.651104,8.57,0.28,4.35,0.56,,,0.0,0.0,,,,False,0.0,False,False,0.0,1.05,1.33,0.48,0.0,Aerial dominant CB
-71066,Pastor,David Samuel Custódio Lima,25.0,2000-02-20,Brazil,Liga Portuguesa,Farense,https://cdn5.wyscout.com/photos/team/public/g1729_120x120.png,,2027-06-30,1000000.0,€1.0M,2786,False,30.0,False,RB,"['RB5', 'RB', 'RWB']",right,176.0,72.0,0.0,0.0,0.0,12.5,-0.01,0.01,0.03,0.08,0.39,74.7,20.12418,40.28,0.938524,69.73,4.169854000000002,62.15999999999999,1.485624,1.39,7.370000000000001,52.68000000000001,8.560500000000001,47.4,65.05,45.45,0.968085,8.92,0.0,4.59,0.1,,,0.0,0.0,,,,False,0.0,False,False,0.0,0.68,1.32,0.13,0.0,Defensive full-back
-71031,Pablo Roberto,Pablo Roberto dos Santos Barbosa,25.0,1999-11-14,Brazil,Liga Portuguesa,Casa Pia AC,https://cdn5.wyscout.com/photos/team/public/g2892_120x120.png,,2026-06-30,1000000.0,€1.0M,1235,False,23.0,False,MF,"['RCMF', 'LCMF', 'LWF']",right,183.0,79.0,0.0,0.0,0.0,26.32,-0.09,0.09,0.0,0.03,0.22,79.67,27.988071000000005,38.46,0.36537,72.5,4.22675,43.86,1.82019,1.8200000000000003,7.65,39.47,8.742605,35.95,42.22,47.83,0.8035439999999998,5.76,0.15,2.84,0.22,,,0.0,0.0,,,,False,0.0,True,False,0.0,2.48,1.24,0.29,0.0,Ball-winning midfielder
-70762,Igor Jesus,Igor Jesus Maciel Da Cruz,24.0,2001-02-25,Brazil,Premier League,Nottingham Forest,https://cdn5.wyscout.com/photos/team/public/1113_120x120.png,FF0000,2027-12-31,2500000.0,€2.5M,473,True,11.0,False,FW,"['CF', 'AMF']",right,180.0,75.0,0.0,0.0,0.0,25.0,-0.34,0.34,0.19,0.0,0.0,68.29,10.65324,25.0,0.19,0.0,0.0,75.0,1.14,0.38,1.33,33.86,8.180576,38.24,27.78,40.74,4.183998,3.04,0.19,1.9,0.0,,,0.0,0.0,,,,False,0.0,False,False,0.0,1.7099999999999997,1.33,0.19,0.0,No role assigned
-70707,Vinícius Lopes,Vinícius Lopes da Silva,26.0,1999-05-07,Brazil,Liga Portuguesa,Santa Clara,https://cdn5.wyscout.com/photos/team/public/1536_120x120.png,f4070e,2028-06-30,450000.0,€450K,2358,False,32.0,False,RW,"['RWF', 'RW', 'CF']",right,180.0,75.0,0.27,0.27,0.0,38.46,-0.07999999999999996,0.35,0.04,0.07,0.27,73.75,11.261624999999999,20.0,0.19,75.0,1.83,53.77,2.1776850000000003,1.72,4.16,42.42,9.50208,38.8,62.32,35.4,1.5257399999999999,6.3,0.34,2.67,0.15,,,0.0,0.0,,,,False,0.0,False,True,0.0,1.56,1.18,0.31,0.0,No role assigned
-70628,Masa,Masaki Watai,25.0,1999-07-18,Japan,Liga Portuguesa,Tokushima Vortis,https://cdn5.wyscout.com/photos/team/public/g3614_120x120.png,0000FF,,350000.0,€350K,256,True,7.0,False,RW,"['RAMF', 'LW', 'LAMF']",right,168.0,64.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,False,,False,False,0.0,0.0,0.0,0.0,0.0,No role assigned
-70526,Gabriel Martinelli,Gabriel Teodoro Martinelli Silva,24.0,2001-06-18,Brazil|Italy,Premier League,Arsenal,https://cdn5.wyscout.com/photos/team/public/21_120x120.png,ca2b1d,2027-06-30,70000000.0,€70.0M,2010,False,30.0,False,LW,"['LWF', 'RWF', 'LW']",right,178.0,75.0,0.27,0.27,0.04,48.84,-0.12,0.39,0.09,0.18,0.63,73.26,16.923060000000003,32.56,1.25356,72.41,1.88266,54.76,3.0884639999999997,2.96,5.5600000000000005,42.82,7.613396,42.41,63.89,26.53,0.581007,3.67,0.0,1.61,0.04,,,0.0,0.0,,,,False,0.0,True,False,0.0,0.54,0.81,0.04,0.0,Goal-scoring winger
-69964,Jajá,Jair Diego Alves de Brito,23.0,2001-04-15,Brazil,Liga Portuguesa,Pafos,https://cdn5.wyscout.com/photos/team/public/g34232_120x120.png,004080,2025-06-30,600000.0,€600K,159,True,6.0,False,LW,"['LW', 'RW']",left,177.0,71.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,False,,False,False,0.0,0.0,0.0,0.0,0.0,No role assigned
